SimStep,Vol,Pseudo,L,R,RL,P,pP
0,1,1,0,2,0,8,0
0.01,1,1,0,2,0,8,0
0.02,1,1,0,2,0,8,0
0.03,1,1,0,2,0,8,0
0.04,1,1,0,2,0,8,0
0.05,1,1,0,2,0,8,0
0.06,1,1,0,2,0,8,0
0.07,1,1,0,2,0,8,0
0.08,1,1,0,2,0,8,0
0.09,1,1,0,2,0,8,0
0.1,1,1,0,2,0,8,0
0.11,1,1,0,2,0,8,0
0.12,1,1,0,2,0,8,0
0.13,1,1,0,2,0,8,0
0.14,1,1,0,2,0,8,0
0.15,1,1,0,2,0,8,0
0.16,1,1,0,2,0,8,0
0.17,1,1,0,2,0,8,0
0.18,1,1,0,2,0,8,0
0.19,1,1,0,2,0,8,0
0.2,1,1,0,2,0,8,0
0.21,1,1,0,2,0,8,0
0.22,1,1,0,2,0,8,0
0.23,1,1,0,2,0,8,0
0.24,1,1,0,2,0,8,0
0.25,1,1,0,2,0,8,0
0.26,1,1,0,2,0,8,0
0.27,1,1,0,2,0,8,0
0.28,1,1,0,2,0,8,0
0.29,1,1,0,2,0,8,0
0.3,1,1,0,2,0,8,0
0.31,1,1,0,2,0,8,0
0.32,1,1,0,2,0,8,0
0.33,1,1,0,2,0,8,0
0.34,1,1,0,2,0,8,0
0.35,1,1,0,2,0,8,0
0.36,1,1,0,2,0,8,0
0.37,1,1,0,2,0,8,0
0.38,1,1,0,2,0,8,0
0.39,1,1,0,2,0,8,0
0.4,1,1,0,2,0,8,0
0.41,1,1,0,2,0,8,0
0.42,1,1,0,2,0,8,0
0.43,1,1,0,2,0,8,0
0.44,1,1,0,2,0,8,0
0.45,1,1,0,2,0,8,0
0.46,1,1,0,2,0,8,0
0.47,1,1,0,2,0,8,0
0.48,1,1,0,2,0,8,0
0.49,1,1,0,2,0,8,0
0.5,1,1,0,2,0,8,0
0.51,1,1,0,2,0,8,0
0.52,1,1,0,2,0,8,0
0.53,1,1,0,2,0,8,0
0.54,1,1,0,2,0,8,0
0.55,1,1,0,2,0,8,0
0.56,1,1,0,2,0,8,0
0.57,1,1,0,2,0,8,0
0.58,1,1,0,2,0,8,0
0.59,1,1,0,2,0,8,0
0.6,1,1,0,2,0,8,0
0.61,1,1,0,2,0,8,0
0.62,1,1,0,2,0,8,0
0.63,1,1,0,2,0,8,0
0.64,1,1,0,2,0,8,0
0.65,1,1,0,2,0,8,0
0.66,1,1,0,2,0,8,0
0.67,1,1,0,2,0,8,0
0.68,1,1,0,2,0,8,0
0.69,1,1,0,2,0,8,0
0.7,1,1,0,2,0,8,0
0.71,1,1,0,2,0,8,0
0.72,1,1,0,2,0,8,0
0.73,1,1,0,2,0,8,0
0.74,1,1,0,2,0,8,0
0.75,1,1,0,2,0,8,0
0.76,1,1,0,2,0,8,0
0.77,1,1,0,2,0,8,0
0.78,1,1,0,2,0,8,0
0.79,1,1,0,2,0,8,0
0.8,1,1,0,2,0,8,0
0.81,1,1,0,2,0,8,0
0.82,1,1,0,2,0,8,0
0.83,1,1,0,2,0,8,0
0.84,1,1,0,2,0,8,0
0.85,1,1,0,2,0,8,0
0.86,1,1,0,2,0,8,0
0.87,1,1,0,2,0,8,0
0.88,1,1,0,2,0,8,0
0.89,1,1,0,2,0,8,0
0.9,1,1,0,2,0,8,0
0.91,1,1,0,2,0,8,0
0.92,1,1,0,2,0,8,0
0.93,1,1,0,2,0,8,0
0.94,1,1,0,2,0,8,0
0.95,1,1,0,2,0,8,0
0.96,1,1,0,2,0,8,0
0.97,1,1,0,2,0,8,0
0.98,1,1,0,2,0,8,0
0.99,1,1,0,2,0,8,0
1,1,1,3,2,0,8,0
1.01,1,1,3,1.7,0.3,8,0
1.02,1,1,3,1.448,0.552,7.856,0.144
1.03,1,1,3,1.23632,0.76368,7.60012928,0.39987072
1.04,1,1,3,1.0585088,0.9414912,7.263881398,0.736118602
1.05,1,1,3,0.909147392,1.090852608,6.875632131,1.124367869
1.06,1,1,3,0.783683809,1.216316191,6.459345093,1.540654907
1.07,1,1,3,0.6782944,1.3217056,6.034168379,1.965831621
1.08,1,1,3,0.589767296,1.410232704,5.614619679,2.385380321
1.09,1,1,3,0.515404529,1.484595472,5.211105871,2.788894129
1.1,1,1,3,0.452939804,1.547060196,4.830589644,3.169410356
1.11,1,1,3,0.400469435,1.599530565,4.477279177,3.522720823
1.12,1,1,3,0.356394326,1.643605674,4.153268109,3.846731891
1.13,1,1,3,0.319371234,1.680628766,3.859089963,4.140910037
1.14,1,1,3,0.288271836,1.711728164,3.594175408,4.405824592
1.15,1,1,3,0.262148342,1.737851658,3.35721507,4.64278493
1.16,1,1,3,0.240204608,1.759795392,3.146438111,4.853561889
1.17,1,1,3,0.22177187,1.77822813,2.95981973,5.04018027
1.18,1,1,3,0.206288371,1.793711629,2.795231056,5.204768944
1.19,1,1,3,0.193282232,1.806717768,2.650543818,5.349456182
1.2,1,1,3,0.182357075,1.817642925,2.523700426,5.476299574
1.21,1,1,3,0.173179943,1.826820057,2.41275824,5.58724176
1.22,1,1,3,0.165471152,1.834528848,2.315914984,5.684085016
1.23,1,1,3,0.158995768,1.841004232,2.231520764,5.768479236
1.24,1,1,3,0.153556445,1.846443555,2.158080791,5.841919209
1.25,1,1,3,0.148987414,1.851012586,2.094251905,5.905748095
1.26,1,1,3,0.145149427,1.854850573,2.03883515,5.96116485
1.27,1,1,3,0.141925519,1.858074481,1.990766022,6.009233978
1.28,1,1,3,0.139217436,1.860782564,1.949103549,6.050896451
1.29,1,1,3,0.136942646,1.863057354,1.913018969,6.086981031
1.3,1,1,3,0.135031823,1.864968177,1.881784556,6.118215444
1.31,1,1,3,0.133426731,1.866573269,1.854762921,6.145237079
1.32,1,1,3,0.132078454,1.867921546,1.83139698,6.16860302
1.33,1,1,3,0.130945902,1.869054098,1.811200718,6.188799282
1.34,1,1,3,0.129994557,1.870005443,1.793750769,6.206249231
1.35,1,1,3,0.129195428,1.870804572,1.778678824,6.221321176
1.36,1,1,3,0.12852416,1.87147584,1.76566483,6.23433517
1.37,1,1,3,0.127960294,1.872039706,1.754430941,6.245569059
1.38,1,1,3,0.127486647,1.872513353,1.74473615,6.25526385
1.39,1,1,3,0.127088784,1.872911216,1.736371561,6.263628439
1.4,1,1,3,0.126754578,1.873245422,1.729156228,6.270843772
1.41,1,1,3,0.126473846,1.873526154,1.722933502,6.277066498
1.42,1,1,3,0.12623803,1.87376197,1.717567838,6.282432162
1.43,1,1,3,0.126039946,1.873960055,1.712942005,6.287057995
1.44,1,1,3,0.125873554,1.874126446,1.708954651,6.291045349
1.45,1,1,3,0.125733786,1.874266214,1.705518186,6.294481814
1.46,1,1,3,0.12561638,1.87438362,1.702556933,6.297443067
1.47,1,1,3,0.125517759,1.874482241,1.700005535,6.299994465
1.48,1,1,3,0.125434918,1.874565082,1.697807558,6.302192442
1.49,1,1,3,0.125365331,1.874634669,1.695914286,6.304085714
1.5,1,1,3,0.125306878,1.874693122,1.694283674,6.305716326
1.51,1,1,3,0.125257777,1.874742223,1.692879447,6.307120553
1.52,1,1,3,0.125216533,1.874783467,1.691670309,6.308329691
1.53,1,1,3,0.125181888,1.874818112,1.690629268,6.309370732
1.54,1,1,3,0.125152786,1.874847214,1.689733048,6.310266952
1.55,1,1,3,0.12512834,1.87487166,1.688961578,6.311038422
1.56,1,1,3,0.125107806,1.874892194,1.688297559,6.311702441
1.57,1,1,3,0.125090557,1.874909443,1.687726077,6.312273923
1.58,1,1,3,0.125076068,1.874923932,1.687234281,6.312765719
1.59,1,1,3,0.125063897,1.874936103,1.686811097,6.313188903
1.6,1,1,3,0.125053673,1.874946327,1.686446983,6.313553017
1.61,1,1,3,0.125045086,1.874954914,1.686133719,6.313866281
1.62,1,1,3,0.125037872,1.874962128,1.685864225,6.314135775
1.63,1,1,3,0.125031812,1.874968188,1.685632404,6.314367596
1.64,1,1,3,0.125026722,1.874973278,1.685433004,6.314566996
1.65,1,1,3,0.125022447,1.874977553,1.685261503,6.314738497
1.66,1,1,3,0.125018855,1.874981145,1.685114008,6.314885992
1.67,1,1,3,0.125015839,1.874984162,1.684987169,6.315012831
1.68,1,1,3,0.125013304,1.874986696,1.684878098,6.315121902
1.69,1,1,3,0.125011176,1.874988824,1.684784314,6.315215686
1.7,1,1,3,0.125009388,1.874990612,1.684703679,6.315296321
1.71,1,1,3,0.125007886,1.874992114,1.684634354,6.315365646
1.72,1,1,3,0.125006624,1.874993376,1.684574755,6.315425245
1.73,1,1,3,0.125005564,1.874994436,1.684523522,6.315476478
1.74,1,1,3,0.125004674,1.874995326,1.684479483,6.315520517
1.75,1,1,3,0.125003926,1.874996074,1.684441629,6.315558371
1.76,1,1,3,0.125003298,1.874996702,1.684409094,6.315590906
1.77,1,1,3,0.12500277,1.87499723,1.684381131,6.315618869
1.78,1,1,3,0.125002327,1.874997673,1.6843571,6.3156429
1.79,1,1,3,0.125001955,1.874998045,1.684336448,6.315663552
1.8,1,1,3,0.125001642,1.874998358,1.684318702,6.315681298
1.81,1,1,3,0.125001379,1.874998621,1.684303453,6.315696547
1.82,1,1,3,0.125001159,1.874998841,1.68429035,6.31570965
1.83,1,1,3,0.125000973,1.874999027,1.684279092,6.315720908
1.84,1,1,3,0.125000818,1.874999183,1.68426942,6.31573058
1.85,1,1,3,0.125000687,1.874999313,1.68426111,6.31573889
1.86,1,1,3,0.125000577,1.874999423,1.684253971,6.315746029
1.87,1,1,3,0.125000485,1.874999515,1.684247839,6.315752161
1.88,1,1,3,0.125000407,1.874999593,1.684242571,6.315757429
1.89,1,1,3,0.125000342,1.874999658,1.684238046,6.315761954
1.9,1,1,3,0.125000287,1.874999713,1.684234159,6.315765841
1.91,1,1,3,0.125000241,1.874999759,1.68423082,6.31576918
1.92,1,1,3,0.125000203,1.874999797,1.684227953,6.315772047
1.93,1,1,3,0.12500017,1.87499983,1.68422549,6.31577451
1.94,1,1,3,0.125000143,1.874999857,1.684223375,6.315776625
1.95,1,1,3,0.12500012,1.87499988,1.684221558,6.315778442
1.96,1,1,3,0.125000101,1.874999899,1.684219998,6.315780002
1.97,1,1,3,0.125000085,1.874999915,1.684218659,6.315781341
1.98,1,1,3,0.125000071,1.874999929,1.684217508,6.315782492
1.99,1,1,3,0.12500006,1.87499994,1.684216521,6.315783479
2,1,1,3,0.12500005,1.87499995,1.684215673,6.315784327
2.01,1,1,3,0.125000042,1.874999958,1.684214944,6.315785056
2.02,1,1,3,0.125000035,1.874999965,1.684214319,6.315785681
2.03,1,1,3,0.12500003,1.87499997,1.684213782,6.315786218
2.04,1,1,3,0.125000025,1.874999975,1.684213321,6.315786679
2.05,1,1,3,0.125000021,1.874999979,1.684212925,6.315787075
2.06,1,1,3,0.125000018,1.874999982,1.684212586,6.315787414
2.07,1,1,3,0.125000015,1.874999985,1.684212294,6.315787706
2.08,1,1,3,0.125000012,1.874999988,1.684212044,6.315787956
2.09,1,1,3,0.125000011,1.87499999,1.684211829,6.315788171
2.1,1,1,3,0.125000009,1.874999991,1.684211644,6.315788356
2.11,1,1,3,0.125000007,1.874999993,1.684211486,6.315788514
2.12,1,1,3,0.125000006,1.874999994,1.68421135,6.31578865
2.13,1,1,3,0.125000005,1.874999995,1.684211233,6.315788767
2.14,1,1,3,0.125000004,1.874999996,1.684211133,6.315788867
2.15,1,1,3,0.125000004,1.874999996,1.684211047,6.315788953
2.16,1,1,3,0.125000003,1.874999997,1.684210973,6.315789027
2.17,1,1,3,0.125000003,1.874999997,1.68421091,6.31578909
2.18,1,1,3,0.125000002,1.874999998,1.684210855,6.315789145
2.19,1,1,3,0.125000002,1.874999998,1.684210809,6.315789191
2.2,1,1,3,0.125000002,1.874999998,1.684210769,6.315789231
2.21,1,1,3,0.125000001,1.874999999,1.684210734,6.315789266
2.22,1,1,3,0.125000001,1.874999999,1.684210705,6.315789295
2.23,1,1,3,0.125000001,1.874999999,1.684210679,6.315789321
2.24,1,1,3,0.125000001,1.874999999,1.684210658,6.315789342
2.25,1,1,3,0.125000001,1.874999999,1.684210639,6.315789361
2.26,1,1,3,0.125000001,1.874999999,1.684210623,6.315789377
2.27,1,1,3,0.125000001,1.875,1.684210609,6.315789391
2.28,1,1,3,0.125,1.875,1.684210598,6.315789402
2.29,1,1,3,0.125,1.875,1.684210587,6.315789413
2.3,1,1,3,0.125,1.875,1.684210579,6.315789421
2.31,1,1,3,0.125,1.875,1.684210571,6.315789429
2.32,1,1,3,0.125,1.875,1.684210565,6.315789435
2.33,1,1,3,0.125,1.875,1.684210559,6.315789441
2.34,1,1,3,0.125,1.875,1.684210555,6.315789445
2.35,1,1,3,0.125,1.875,1.684210551,6.315789449
2.36,1,1,3,0.125,1.875,1.684210547,6.315789453
2.37,1,1,3,0.125,1.875,1.684210544,6.315789456
2.38,1,1,3,0.125,1.875,1.684210542,6.315789458
2.39,1,1,3,0.125,1.875,1.68421054,6.31578946
2.4,1,1,3,0.125,1.875,1.684210538,6.315789462
2.41,1,1,3,0.125,1.875,1.684210536,6.315789464
2.42,1,1,3,0.125,1.875,1.684210535,6.315789465
2.43,1,1,3,0.125,1.875,1.684210533,6.315789467
2.44,1,1,3,0.125,1.875,1.684210532,6.315789468
2.45,1,1,3,0.125,1.875,1.684210532,6.315789468
2.46,1,1,3,0.125,1.875,1.684210531,6.315789469
2.47,1,1,3,0.125,1.875,1.68421053,6.31578947
2.48,1,1,3,0.125,1.875,1.68421053,6.31578947
2.49,1,1,3,0.125,1.875,1.684210529,6.315789471
2.5,1,1,3,0.125,1.875,1.684210529,6.315789471
2.51,1,1,3,0.125,1.875,1.684210528,6.315789472
2.52,1,1,3,0.125,1.875,1.684210528,6.315789472
2.53,1,1,3,0.125,1.875,1.684210528,6.315789472
2.54,1,1,3,0.125,1.875,1.684210528,6.315789472
2.55,1,1,3,0.125,1.875,1.684210527,6.315789473
2.56,1,1,3,0.125,1.875,1.684210527,6.315789473
2.57,1,1,3,0.125,1.875,1.684210527,6.315789473
2.58,1,1,3,0.125,1.875,1.684210527,6.315789473
2.59,1,1,3,0.125,1.875,1.684210527,6.315789473
2.6,1,1,3,0.125,1.875,1.684210527,6.315789473
2.61,1,1,3,0.125,1.875,1.684210527,6.315789473
2.62,1,1,3,0.125,1.875,1.684210527,6.315789473
2.63,1,1,3,0.125,1.875,1.684210527,6.315789473
2.64,1,1,3,0.125,1.875,1.684210527,6.315789473
2.65,1,1,3,0.125,1.875,1.684210527,6.315789473
2.66,1,1,3,0.125,1.875,1.684210527,6.315789473
2.67,1,1,3,0.125,1.875,1.684210526,6.315789474
2.68,1,1,3,0.125,1.875,1.684210526,6.315789474
2.69,1,1,3,0.125,1.875,1.684210526,6.315789474
2.7,1,1,3,0.125,1.875,1.684210526,6.315789474
2.71,1,1,3,0.125,1.875,1.684210526,6.315789474
2.72,1,1,3,0.125,1.875,1.684210526,6.315789474
2.73,1,1,3,0.125,1.875,1.684210526,6.315789474
2.74,1,1,3,0.125,1.875,1.684210526,6.315789474
2.75,1,1,3,0.125,1.875,1.684210526,6.315789474
2.76,1,1,3,0.125,1.875,1.684210526,6.315789474
2.77,1,1,3,0.125,1.875,1.684210526,6.315789474
2.78,1,1,3,0.125,1.875,1.684210526,6.315789474
2.79,1,1,3,0.125,1.875,1.684210526,6.315789474
2.8,1,1,3,0.125,1.875,1.684210526,6.315789474
2.81,1,1,3,0.125,1.875,1.684210526,6.315789474
2.82,1,1,3,0.125,1.875,1.684210526,6.315789474
2.83,1,1,3,0.125,1.875,1.684210526,6.315789474
2.84,1,1,3,0.125,1.875,1.684210526,6.315789474
2.85,1,1,3,0.125,1.875,1.684210526,6.315789474
2.86,1,1,3,0.125,1.875,1.684210526,6.315789474
2.87,1,1,3,0.125,1.875,1.684210526,6.315789474
2.88,1,1,3,0.125,1.875,1.684210526,6.315789474
2.89,1,1,3,0.125,1.875,1.684210526,6.315789474
2.9,1,1,3,0.125,1.875,1.684210526,6.315789474
2.91,1,1,3,0.125,1.875,1.684210526,6.315789474
2.92,1,1,3,0.125,1.875,1.684210526,6.315789474
2.93,1,1,3,0.125,1.875,1.684210526,6.315789474
2.94,1,1,3,0.125,1.875,1.684210526,6.315789474
2.95,1,1,3,0.125,1.875,1.684210526,6.315789474
2.96,1,1,3,0.125,1.875,1.684210526,6.315789474
2.97,1,1,3,0.125,1.875,1.684210526,6.315789474
2.98,1,1,3,0.125,1.875,1.684210526,6.315789474
2.99,1,1,3,0.125,1.875,1.684210526,6.315789474
3,1,1,0,0.125,1.875,1.684210526,6.315789474
3.01,1,1,0,0.14375,1.85625,1.684210526,6.315789474
3.02,1,1,0,0.1623125,1.8376875,1.686105263,6.313894737
3.03,1,1,0,0.180689375,1.819310625,1.689610031,6.310389969
3.04,1,1,0,0.198882481,1.801117519,1.694486201,6.305513799
3.05,1,1,0,0.216893656,1.783106344,1.700533488,6.299466512
3.06,1,1,0,0.23472472,1.76527528,1.707583561,6.292416439
3.07,1,1,0,0.252377473,1.747622527,1.715494751,6.284505249
3.08,1,1,0,0.269853698,1.730146302,1.724147672,6.275852328
3.09,1,1,0,0.287155161,1.712844839,1.733441579,6.266558421
3.1,1,1,0,0.304283609,1.695716391,1.743291344,6.256708656
3.11,1,1,0,0.321240773,1.678759227,1.753624941,6.246375059
3.12,1,1,0,0.338028366,1.661971634,1.76438135,6.23561865
3.13,1,1,0,0.354648082,1.645351918,1.775508804,6.224491196
3.14,1,1,0,0.371101601,1.628898399,1.786963331,6.213036669
3.15,1,1,0,0.387390585,1.612609415,1.798707528,6.201292472
3.16,1,1,0,0.403516679,1.596483321,1.810709541,6.189290459
3.17,1,1,0,0.419481512,1.580518488,1.8229422,6.1770578
3.18,1,1,0,0.435286697,1.564713303,1.835382303,6.164617697
3.19,1,1,0,0.45093383,1.54906617,1.848010008,6.151989992
3.2,1,1,0,0.466424492,1.533575508,1.86080832,6.13919168
3.21,1,1,0,0.481760247,1.518239753,1.873762667,6.126237333
3.22,1,1,0,0.496942645,1.503057355,1.886860529,6.113139471
3.23,1,1,0,0.511973218,1.488026782,1.900091137,6.099908863
3.24,1,1,0,0.526853486,1.473146514,1.913445213,6.086554787
3.25,1,1,0,0.541584951,1.458415049,1.926914748,6.073085252
3.26,1,1,0,0.556169102,1.443830898,1.940492817,6.059507183
3.27,1,1,0,0.570607411,1.429392589,1.954173424,6.045826576
3.28,1,1,0,0.584901337,1.415098664,1.96795136,6.03204864
3.29,1,1,0,0.599052323,1.400947677,1.981822099,6.018177901
3.3,1,1,0,0.6130618,1.3869382,1.995781692,6.004218308
3.31,1,1,0,0.626931182,1.373068818,2.009826689,5.990173311
3.32,1,1,0,0.64066187,1.35933813,2.023954067,5.976045933
3.33,1,1,0,0.654255251,1.345744749,2.038161169,5.961838831
3.34,1,1,0,0.667712699,1.332287301,2.052445653,5.947554347
3.35,1,1,0,0.681035572,1.318964428,2.066805446,5.933194554
3.36,1,1,0,0.694225216,1.305774784,2.081238711,5.918761289
3.37,1,1,0,0.707282964,1.292717036,2.095743808,5.904256192
3.38,1,1,0,0.720210134,1.279789866,2.11031927,5.88968073
3.39,1,1,0,0.733008033,1.266991967,2.124963779,5.875036221
3.4,1,1,0,0.745677953,1.254322047,2.139676144,5.860323856
3.41,1,1,0,0.758221173,1.241778827,2.154455282,5.845544718
3.42,1,1,0,0.770638961,1.229361039,2.169300206,5.830699794
3.43,1,1,0,0.782932572,1.217067428,2.184210011,5.815789989
3.44,1,1,0,0.795103246,1.204896754,2.199183859,5.800816141
3.45,1,1,0,0.807152214,1.192847786,2.214220973,5.785779027
3.46,1,1,0,0.819080692,1.180919309,2.229320629,5.770679371
3.47,1,1,0,0.830889885,1.169110115,2.244482144,5.755517856
3.48,1,1,0,0.842580986,1.157419014,2.259704873,5.740295127
3.49,1,1,0,0.854155176,1.145844824,2.274988203,5.725011797
3.5,1,1,0,0.865613624,1.134386376,2.29033155,5.70966845
3.51,1,1,0,0.876957488,1.123042512,2.305734349,5.694265651
3.52,1,1,0,0.888187913,1.111812087,2.321196057,5.678803943
3.53,1,1,0,0.899306034,1.100693966,2.336716145,5.663283855
3.54,1,1,0,0.910312974,1.089687026,2.352294099,5.647705901
3.55,1,1,0,0.921209844,1.078790156,2.367929414,5.632070586
3.56,1,1,0,0.931997745,1.068002255,2.383621595,5.616378405
3.57,1,1,0,0.942677768,1.057322232,2.399370153,5.600629847
3.58,1,1,0,0.95325099,1.04674901,2.415174604,5.584825396
3.59,1,1,0,0.96371848,1.03628152,2.431034469,5.568965531
3.6,1,1,0,0.974081296,1.025918704,2.446949269,5.553050731
3.61,1,1,0,0.984340483,1.015659517,2.462918529,5.537081471
3.62,1,1,0,0.994497078,1.005502922,2.478941775,5.521058225
3.63,1,1,0,1.004552107,0.995447893,2.49501853,5.50498147
3.64,1,1,0,1.014506586,0.985493414,2.511148317,5.488851683
3.65,1,1,0,1.02436152,0.97563848,2.52733066,5.47266934
3.66,1,1,0,1.034117905,0.965882095,2.543565078,5.456434922
3.67,1,1,0,1.043776726,0.956223274,2.559851087,5.440148913
3.68,1,1,0,1.053338959,0.946661042,2.576188204,5.423811796
3.69,1,1,0,1.062805569,0.937194431,2.592575937,5.407424063
3.7,1,1,0,1.072177513,0.927822487,2.609013795,5.390986205
3.71,1,1,0,1.081455738,0.918544262,2.625501281,5.374498719
3.72,1,1,0,1.090641181,0.909358819,2.642037895,5.357962105
3.73,1,1,0,1.099734769,0.900265231,2.65862313,5.34137687
3.74,1,1,0,1.108737421,0.891262579,2.675256478,5.324743522
3.75,1,1,0,1.117650047,0.882349953,2.691937425,5.308062575
3.76,1,1,0,1.126473547,0.873526453,2.70866545,5.29133455
3.77,1,1,0,1.135208811,0.864791189,2.725440031,5.274559969
3.78,1,1,0,1.143856723,0.856143277,2.742260639,5.257739361
3.79,1,1,0,1.152418156,0.847581844,2.759126739,5.240873261
3.8,1,1,0,1.160893974,0.839106026,2.776037793,5.223962207
3.81,1,1,0,1.169285034,0.830714966,2.792993257,5.207006743
3.82,1,1,0,1.177592184,0.822407816,2.809992581,5.190007419
3.83,1,1,0,1.185816262,0.814183738,2.827035212,5.172964788
3.84,1,1,0,1.1939581,0.8060419,2.84412059,5.15587941
3.85,1,1,0,1.202018519,0.797981481,2.861248151,5.138751849
3.86,1,1,0,1.209998333,0.790001667,2.878417324,5.121582676
3.87,1,1,0,1.21789835,0.78210165,2.895627535,5.104372465
3.88,1,1,0,1.225719367,0.774280633,2.912878205,5.087121795
